episode,instability_humans,instability_CAVs,avg_time_lost,time_excess
205,134,88,25.99,
210,0,8,25.94,
215,0,6,25.9,
220,0,6,25.98,
225,0,8,25.99,
230,0,4,25.939999999999998,
235,0,6,25.91,
240,0,6,25.759999999999998,
245,0,7,25.96,
250,0,9,26.0,
255,0,9,25.990000000000002,
260,0,6,25.71,
265,0,7,25.88,
270,0,28,25.78,
275,0,13,26.28,
280,0,11,25.85,
285,0,8,25.68,
290,0,6,25.65,
295,0,8,25.86,
300,0,8,25.93,
305,0,7,25.830000000000002,
310,0,11,26.13,
315,0,7,26.02,
320,0,4,25.979999999999997,
325,0,7,25.76,
330,0,14,25.63,
335,0,5,25.58,
340,0,8,25.78,
345,0,10,25.58,
350,0,9,25.62,
355,0,9,25.69,
360,0,7,25.76,
365,0,10,25.64,
370,0,7,25.73,
375,0,7,25.72,
380,0,7,25.71,
385,0,12,25.71,
390,0,5,25.65,
395,0,9,25.42,
400,0,7,25.639999999999997,
405,0,9,25.69,
410,0,3,25.61,
415,0,5,25.7,
420,0,4,25.529999999999998,
425,0,5,25.46,
430,0,3,25.35,
435,0,7,25.7,
440,0,5,25.459999999999997,
445,0,4,25.46,
450,0,6,25.47,
455,0,6,25.63,
460,0,7,25.41,
465,0,5,25.669999999999998,
470,0,5,25.659999999999997,
475,0,5,25.76,
480,0,2,25.569999999999997,
485,0,4,25.669999999999998,
490,0,3,25.56,
495,0,5,25.61,
500,0,4,25.49,
505,0,4,25.65,
510,0,5,25.34,
515,0,6,25.729999999999997,
520,0,5,25.66,
525,0,5,25.47,
530,0,2,25.419999999999998,
535,0,1,25.36,
540,0,1,25.419999999999998,
545,0,3,25.31,
550,0,3,25.419999999999998,
555,0,2,25.54,
560,0,3,25.32,
565,0,2,25.31,
570,0,4,25.599999999999998,
575,0,4,25.31,
580,0,3,25.5,
585,0,5,25.43,
590,0,4,25.54,
595,0,3,25.46,
600,0,3,25.459999999999997,
605,0,3,25.5,
610,0,2,25.33,
615,0,4,25.61,
620,0,1,25.54,
625,0,3,25.36,
630,0,1,25.31,
635,0,1,25.36,
640,0,3,25.61,
645,0,1,25.65,
650,0,3,25.23,
655,0,2,25.490000000000002,
660,0,3,25.43,
665,0,2,25.31,
670,0,2,25.47,
675,0,1,25.36,
680,0,0,25.36,
685,0,2,25.4,
690,0,3,25.419999999999998,
695,0,2,25.32,
700,0,3,25.47,
705,0,3,25.4,
710,0,2,25.5,
715,0,1,25.31,
720,0,1,25.52,
725,0,2,25.54,
730,0,3,25.32,
735,0,2,25.4,
740,0,2,25.46,
745,0,2,25.4,
750,0,1,25.31,
755,0,2,25.47,
760,0,4,25.54,
765,0,2,25.23,
770,0,1,25.36,
775,0,3,25.61,
780,0,3,25.23,
785,0,2,25.37,
790,0,3,25.63,
795,0,1,25.47,
800,0,3,25.37,
805,0,1,25.4,
810,0,4,25.310000000000002,
815,0,3,25.32,
820,0,0,25.32,
825,0,3,25.47,
830,0,3,25.38,
835,0,3,25.43,
840,0,3,25.439999999999998,
845,0,5,25.31,
850,0,1,25.4,
855,0,1,25.23,
860,0,1,25.36,
865,0,2,25.209999999999997,
870,0,1,25.23,
875,0,2,25.419999999999998,
