episode,instability_humans,instability_CAVs,avg_time_lost,time_excess
205,314,209,37.65,
210,0,20,37.88,
215,0,25,37.76,
220,0,21,37.839999999999996,
225,0,21,37.61,
230,0,15,38.05,
235,0,14,37.89,
240,0,21,37.73,
245,0,24,38.18,
250,0,20,37.910000000000004,
255,0,13,37.67,
260,0,20,38.17,
265,0,19,38.089999999999996,
270,0,54,36.8,
275,0,18,37.11,
280,0,26,37.160000000000004,
285,0,24,37.61000000000001,
290,0,29,37.239999999999995,
295,0,26,37.12,
300,0,23,37.03,
305,0,18,36.879999999999995,
310,0,20,37.31,
315,0,24,37.19,
320,0,22,36.970000000000006,
325,0,22,37.09,
330,0,40,36.69,
335,0,23,36.53,
340,0,23,36.84,
345,0,21,36.48,
350,0,20,36.41,
355,0,23,36.64,
360,0,33,36.480000000000004,
365,0,25,36.669999999999995,
370,0,22,36.5,
375,0,17,36.63,
380,0,17,36.660000000000004,
385,0,24,36.65,
390,0,19,36.69,
395,0,31,36.63,
400,0,18,36.4,
405,0,18,36.7,
410,0,19,36.45,
415,0,19,36.75,
420,0,20,36.19,
425,0,16,36.64,
430,0,15,36.49,
435,0,15,36.61,
440,0,15,36.61,
445,0,17,36.870000000000005,
450,0,15,36.54,
455,0,17,36.56,
460,0,23,36.81,
465,0,13,36.29,
470,0,11,36.45,
475,0,14,36.48,
480,0,16,36.38,
485,0,16,36.71,
490,0,13,36.68,
495,0,17,36.57,
500,0,21,36.650000000000006,
505,0,15,36.61,
510,0,15,36.34,
515,0,12,36.28,
520,0,15,36.69,
525,0,16,36.57,
530,0,13,36.54,
535,0,16,36.660000000000004,
540,0,12,36.67,
545,0,7,36.48,
550,0,8,36.42,
555,0,7,36.36,
560,0,12,36.43,
565,0,8,36.42,
570,0,6,36.53,
575,0,6,36.25,
580,0,13,36.45,
585,0,9,36.410000000000004,
590,0,11,36.5,
595,0,7,36.22,
600,0,8,36.38,
605,0,10,36.61,
610,0,15,36.34,
615,0,10,36.27,
620,0,8,36.33,
625,0,7,36.620000000000005,
630,0,12,36.69,
635,0,13,36.379999999999995,
640,0,9,36.5,
645,0,8,36.38,
650,0,9,36.760000000000005,
655,0,7,36.34,
660,0,10,36.510000000000005,
665,0,9,36.34,
670,0,5,36.410000000000004,
675,0,5,36.559999999999995,
680,0,3,36.449999999999996,
685,0,9,36.31,
690,0,6,36.58,
695,0,6,36.53,
700,0,3,36.52,
705,0,7,36.53,
710,0,7,36.67,
715,0,9,36.47,
720,0,6,36.4,
725,0,5,36.73,
730,0,3,36.28,
735,0,4,36.510000000000005,
740,0,5,36.44,
745,0,6,36.46,
750,0,4,36.309999999999995,
755,0,6,36.39,
760,0,5,36.489999999999995,
765,0,3,36.559999999999995,
770,0,3,36.26,
775,0,4,36.480000000000004,
780,0,5,36.3,
785,0,4,36.64,
790,0,5,36.24,
795,0,6,36.48,
800,0,5,36.31,
805,0,2,36.839999999999996,
810,0,7,36.35,
815,0,9,36.37,
820,0,3,36.41,
825,0,8,36.47,
830,0,4,36.27,
835,0,3,36.5,
840,0,4,36.260000000000005,
845,0,4,36.44,
850,0,7,36.73,
855,0,4,36.26,
860,0,5,36.24,
865,0,3,36.550000000000004,
870,0,4,36.35,
875,0,6,36.26,
880,0,3,36.26,
885,0,0,36.26,
890,0,3,36.52,
895,0,6,36.43,
900,0,4,36.42,
905,0,3,36.1,
910,0,6,36.32,
915,0,2,36.410000000000004,
920,0,4,36.63,
925,0,5,36.39,
930,0,5,36.18,
935,0,4,36.3,
940,0,4,36.49,
945,0,2,36.32,
950,0,5,36.42,
955,0,5,36.68,
960,0,6,36.53,
965,0,6,36.32,
970,0,6,36.53,
975,0,4,36.27,
980,0,1,36.32,
985,0,3,36.32,
990,0,4,36.44,
995,0,4,36.36,
1000,0,3,36.59,
1005,0,4,36.5,
1010,0,4,36.51,
1015,0,4,36.36,
1020,0,2,36.3,
1025,0,4,36.46,
1030,0,5,36.34,
1035,0,5,79.14999999999999,
1040,0,4,36.44,
1045,0,3,36.33,
1050,0,1,79.14999999999999,
1055,0,1,36.33,
1060,0,4,36.23,
1065,0,5,95.03999999999999,
1070,0,3,36.33,
1075,0,0,36.33,
1080,0,3,36.45,
1085,0,4,36.56,
1090,0,3,36.42,
1095,0,2,36.46,
1100,0,4,36.34,
1105,0,2,36.43,
1110,0,3,36.68,
1115,0,3,36.419999999999995,
1120,0,4,36.32,
1125,0,3,36.279999999999994,
1130,0,1,36.400000000000006,
1135,0,1,36.279999999999994,
1140,0,3,36.37,
1145,0,2,36.34,
1150,0,1,36.52,
1155,0,3,36.28,
1160,0,2,36.31,
1165,0,6,36.47,
1170,0,5,36.27,
1175,0,4,36.04,
1180,0,4,36.39,
1185,0,1,36.39,
1190,0,1,36.31,
1195,0,2,36.39,
1200,0,2,36.279999999999994,
1205,0,2,36.31,
1210,0,0,36.31,
1215,0,0,36.31,
1220,0,0,36.31,
1225,0,0,36.31,
1230,0,0,36.31,
1235,0,0,36.31,
1240,0,0,36.31,
1245,0,0,36.31,
1250,0,0,36.31,
1255,0,0,36.31,
1260,0,0,36.31,
1265,0,0,36.31,
1270,0,0,36.31,
1275,0,0,36.31,
1280,0,0,36.31,
1285,0,0,36.31,
1290,0,0,36.31,
1295,0,0,36.31,
1300,0,0,36.31,
