episode,instability_humans,instability_CAVs,avg_time_lost,time_excess
205,134,88,26.490000000000002,
210,0,8,26.29,
215,0,8,26.31,
220,0,8,26.24,
225,0,6,26.419999999999998,
230,0,11,26.25,
235,0,10,26.369999999999997,
240,0,12,26.580000000000002,
245,0,8,26.43,
250,0,8,26.38,
255,0,8,26.33,
260,0,6,26.21,
265,0,6,26.27,
270,0,27,25.74,
275,0,4,25.599999999999998,
280,0,7,25.65,
285,0,8,25.68,
290,0,8,25.63,
295,0,8,25.580000000000002,
300,0,5,26.08,
305,0,5,25.74,
310,0,9,26.259999999999998,
315,0,9,25.63,
320,0,6,25.869999999999997,
325,0,6,25.59,
330,0,10,25.55,
335,0,5,25.55,
340,0,6,25.57,
345,0,8,25.51,
350,0,10,26.029999999999998,
355,0,10,25.48,
360,0,5,25.47,
365,0,4,25.59,
370,0,10,25.56,
375,0,7,25.49,
380,0,10,25.61,
385,0,8,25.67,
390,0,9,26.14,
395,0,10,25.619999999999997,
400,0,5,25.38,
405,0,6,25.48,
410,0,5,25.39,
415,0,7,25.62,
420,0,7,25.52,
425,0,6,25.54,
430,0,7,25.73,
435,0,6,25.54,
440,0,3,25.57,
445,0,5,25.57,
450,0,8,25.48,
455,0,6,25.509999999999998,
460,0,5,25.42,
465,0,5,25.48,
470,0,1,25.39,
475,0,3,25.7,
480,0,4,25.529999999999998,
485,0,6,25.560000000000002,
490,0,3,25.41,
495,0,5,25.29,
500,0,4,25.37,
505,0,4,25.49,
510,0,5,25.57,
515,0,3,25.39,
520,0,4,25.6,
525,0,3,25.259999999999998,
530,0,6,25.54,
535,0,5,25.48,
540,0,2,25.290000000000003,
545,0,5,25.39,
550,0,2,25.48,
555,0,3,25.41,
560,0,3,25.39,
565,0,0,25.39,
570,0,4,25.43,
575,0,4,25.28,
580,0,2,25.48,
585,0,4,25.52,
590,0,2,25.37,
595,0,2,25.32,
600,0,1,25.45,
605,0,1,25.45,
610,0,2,25.37,
615,0,2,25.45,
620,0,1,25.44,
625,0,4,25.490000000000002,
630,0,4,25.54,
635,0,2,25.45,
640,0,3,25.43,
645,0,3,25.37,
650,0,3,25.369999999999997,
655,0,4,25.529999999999998,
660,0,3,25.49,
665,0,3,25.44,
670,0,3,25.41,
675,0,3,25.48,
680,0,2,25.529999999999998,
685,0,3,25.3,
690,0,3,25.45,
695,0,3,25.49,
700,0,3,25.529999999999998,
705,0,3,25.43,
710,0,1,25.49,
715,0,0,25.49,
720,0,2,25.45,
725,0,2,25.49,
730,0,0,25.49,
735,0,1,25.48,
740,0,1,25.45,
745,0,1,25.48,
750,0,2,25.29,
755,0,1,25.45,
760,0,1,25.29,
765,0,1,25.45,
770,0,3,25.36,
775,0,3,25.45,
780,0,2,25.49,
785,0,1,25.24,
790,0,2,25.52,
795,0,1,25.49,
800,0,1,25.29,
805,0,1,25.49,
810,0,2,25.61,
815,0,0,25.61,
820,0,2,25.52,
825,0,3,25.29,
830,0,1,25.599999999999998,
835,0,1,25.62,
840,0,2,25.57,
845,0,3,25.59,
850,0,1,25.52,
855,0,1,25.59,
860,0,0,25.59,
865,0,1,25.52,
870,0,0,25.52,
875,0,0,25.52,
880,0,1,25.59,
885,0,2,25.599999999999998,
890,0,1,25.52,
895,0,0,25.52,
900,0,0,25.52,
905,0,0,25.52,
910,0,0,25.52,
915,0,1,25.599999999999998,
920,0,1,25.52,
925,0,0,25.52,
930,0,0,25.52,
935,0,0,25.52,
940,0,0,25.52,
945,0,0,25.52,
950,0,0,25.52,
955,0,1,25.599999999999998,
960,0,1,25.52,
965,0,1,25.599999999999998,
970,0,2,25.509999999999998,
975,0,0,25.509999999999998,
980,0,0,25.509999999999998,
985,0,0,25.509999999999998,
990,0,1,25.45,
995,0,0,25.45,
1000,0,0,25.45,
1005,0,2,25.52,
1010,0,1,25.509999999999998,
1015,0,0,25.509999999999998,
1020,0,1,25.45,
1025,0,1,25.509999999999998,
1030,0,0,25.509999999999998,
1035,0,0,25.509999999999998,
1040,0,0,25.509999999999998,
1045,0,0,25.509999999999998,
1050,0,0,25.509999999999998,
1055,0,0,25.509999999999998,
1060,0,0,25.509999999999998,
1065,0,0,25.509999999999998,
1070,0,0,25.509999999999998,
1075,0,0,25.509999999999998,
1080,0,0,25.509999999999998,
1085,0,1,25.490000000000002,
1090,0,1,25.509999999999998,
1095,0,0,25.509999999999998,
1100,0,1,25.45,
1105,0,1,25.509999999999998,
1110,0,0,25.509999999999998,
1115,0,0,25.509999999999998,
1120,0,0,25.509999999999998,
1125,0,0,25.509999999999998,
1130,0,0,25.509999999999998,
1135,0,0,25.509999999999998,
1140,0,0,25.509999999999998,
1145,0,0,25.509999999999998,
1150,0,0,25.509999999999998,
1155,0,0,25.509999999999998,
1160,0,0,25.509999999999998,
1165,0,0,25.509999999999998,
1170,0,0,25.509999999999998,
1175,0,0,25.509999999999998,
1180,0,0,25.509999999999998,
1185,0,0,25.509999999999998,
1190,0,0,25.509999999999998,
1195,0,0,25.509999999999998,
1200,0,0,25.509999999999998,
1205,0,0,25.509999999999998,
1210,0,0,25.509999999999998,
1215,0,0,25.509999999999998,
1220,0,0,25.509999999999998,
1225,0,0,25.509999999999998,
1230,0,0,25.509999999999998,
1235,0,0,25.509999999999998,
1240,0,0,25.509999999999998,
1245,0,0,25.509999999999998,
1250,0,0,25.509999999999998,
1255,0,0,25.509999999999998,
1260,0,0,25.509999999999998,
1265,0,0,25.509999999999998,
1270,0,0,25.509999999999998,
1275,0,0,25.509999999999998,
1280,0,0,25.509999999999998,
1285,0,0,25.509999999999998,
1290,0,0,25.509999999999998,
1295,0,0,25.509999999999998,
1300,0,0,25.509999999999998,
